Name,Position,Nat,Height,Age,Tck W,Tck R,Tck A,Shot/90,ShT/90,ShT,Shots,Svt,Svp,Svh,Ps C/90,Ps C,Ps A/90,Pas A,Off,Gl Mst,K Tck,K Ps/90,K Pas,K Hdrs,Int/90,Itc,Hdr %,Hdrs W/90,Hdrs,Drb,Dist/90,Distance,Cr C,Cr C/A,Cr A,CCC,Ch C/90,Asts/90,Aer A/90,Apps,Gls,Ast,xG,PoM,Pas %,Tck,DrbPG,Shot %,Yel,Red,Av Rat,Hdrs A,Mins,Club,Preferred Foot
Claudio Revert,"AM (RL), ST (C)",ESP,"184,00","19,00","1,00","1,00","0,00","5,49","2,35","12,00","28,00","0,00","0,00","0,00","20,39","104,00","26,86","137,00","7,00","0,00","0,00","1,37","7,00","2,00","0,59","3,00","0,34","2,55","13,00","1,00","44 573,00",61.7,"1,00","0,06","16,00","0,00","0,00","0,00","7,45",4 (5),"6,00","0,00","4,20","3,00","0,76","0,20","0,20","0,43","1,00","0,00","7,20","38,00","459,00",Valencia,Left
Mathew Ryan,GK,AUS,"184,00","34,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00",Villarreal,Right
Dominik Livaković,GK,CRO,"187,00","31,00","2,00","0,67","0,00","0,00","0,00","0,00","0,00","26,00","23,00","75,00","20,76","789,00","24,55","933,00","0,00","0,00","0,00","0,03","1,00","0,00","0,08","3,00","0,00","0,00","0,00","0,00","44 747,00",216.8,"0,00","0,00","0,00","0,00","0,00","0,00","0,00","38,00","0,00","0,00","0,00","5,00","0,85","0,05","0,00","0,00","0,00","0,00","7,02","0,00","3 420,00",Villarreal,Right
Bruno Fuchs,D (C),BRA,"190,00","27,00","21,00","0,84","0,00","0,54","0,27","9,00","18,00","0,00","0,00","0,00","38,59","1 280,00","39,92","1 324,00","2,00","2,00","12,00","0,03","1,00","122,00","0,78","26,00","0,74","3,11","103,00","1,00","44 751,00",323.1,"1,00","0,50","2,00","0,00","0,00","0,00","4,22",33 (1),"2,00","0,00","1,61","2,00","0,97","0,63","0,03","0,50","5,00","0,00","6,97","140,00","2 985,00",Villarreal,Right
Jorge Cuenca,D (C),ESP,"189,00","26,00","10,00","0,77","0,00","0,55","0,17","4,00","13,00","0,00","0,00","0,00","35,54","842,00","37,32","884,00","0,00","0,00","1,00","0,08","2,00","94,00","0,63","15,00","0,80","3,76","89,00","0,00","44 690,00",226.1,"0,00","0,00","2,00","0,00","0,00","0,00","4,69",25 (3),"1,00","0,00","1,45","0,00","0,95","0,42","0,00","0,31","3,00","0,00","7,00","111,00","2 132,00",Villarreal,Left
Kevin Mbabu,D/WB (R),SUI,"184,00","31,00","12,00","0,71","0,00","0,76","0,38","3,00","6,00","0,00","0,00","0,00","33,61","264,00","37,81","297,00","7,00","1,00","3,00","1,91","15,00","8,00","3,44","27,00","0,75","2,29","18,00","2,00",13.0,102.0,"12,00","0,18","66,00","3,00","0,38","0,13","3,06",9 (2),"2,00","1,00","0,69","0,00","0,89","1,53","0,25","0,50","1,00","0,00","7,09","24,00","707,00",Villarreal,Right
Mikel Merino,"D (C), DM, M (C)",ESP,"187,00","29,00","73,00","0,89","0,00","0,75","0,31","11,00","27,00","0,00","0,00","0,00","66,74","2 393,00","76,89","2 757,00","1,00","1,00","7,00","1,45","52,00","40,00","1,20","43,00","0,56","1,70","61,00","2,00","44 724,00",452.2,"13,00","0,18","71,00","2,00","0,06","0,11","3,01","38,00","3,00","4,00","1,86","1,00","0,87","2,04","0,06","0,41","1,00","0,00","6,83","108,00","3 227,00",Villarreal,Left
Ignacio Blanco,"D (RC), WB/M/AM (R)",ESP,"178,00","20,00","14,00","0,88","0,00","0,69","0,49","7,00","10,00","0,00","0,00","0,00","32,18","463,00","34,96","503,00","2,00","0,00","4,00","0,35","5,00","15,00","1,60","23,00","0,45","1,32","19,00","0,00","44 814,00",156.2,"1,00","0,06","16,00","0,00","0,00","0,00","2,92",14 (3),"2,00","0,00","1,14","0,00","0,92","0,97","0,00","0,70","0,00","0,00","6,76","42,00","1 295,00",Villarreal,Right
Devyne Rensch,"D (RLC), WB (R), DM",NED,"182,00","23,00","58,00","0,79","0,00","0,03","0,00","0,00","1,00","0,00","0,00","0,00","39,46","1 290,00","42,22","1 380,00","5,00","1,00","24,00","0,49","16,00","56,00","1,44","47,00","0,74","2,17","71,00","4,00","44 631,00",369.2,"11,00","0,16","68,00","3,00","0,09","0,03","2,94","33,00","0,00","1,00","0,08","0,00","0,93","1,77","0,12","0,00","2,00","0,00","6,95","96,00","2 942,00",Villarreal,Either
Sergi Palencia,"D (RL), WB (R)",ESP,"168,00","30,00","19,00","0,86","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","44,70","368,00","48,95","403,00","2,00","0,00","8,00","0,36","3,00","5,00","1,46","12,00","0,35","1,46","12,00","0,00","44 573,00",99.6,"3,00","0,11","26,00","0,00","0,00","0,12","4,13",8 (2),"0,00","1,00","0,00","1,00","0,91","2,31","0,00","0,00","0,00","0,00","6,87","34,00","741,00",Villarreal,Right Only
Jonas Hector,"D/WB (L), DM",GER,"185,00","36,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00",Villarreal,Left
Maverick Cériélo,D/WB/AM (L),FRA,"174,00","21,00","12,00","1,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","39,32","142,00","42,92","155,00","2,00","0,00","1,00","3,05","11,00","3,00","1,94","7,00","0,62","2,22","8,00","1,00","44 633,00",48.0,"8,00","0,21","38,00","1,00","0,28","0,28","3,60",3 (2),"0,00","1,00","0,00","0,00","0,92","3,32","0,28","0,00","1,00","0,00","7,12","13,00","325,00",Villarreal,Left
Jay Pritchard,D/WB/M (L),WAL,"172,00","21,00","34,00","0,76","0,00","0,16","0,00","0,00","2,00","0,00","0,00","0,00","34,55","428,00","40,28","499,00","1,00","1,00","9,00","1,53","19,00","5,00","2,66","33,00","0,28","1,05","13,00","2,00","44 663,00",153.1,"7,00","0,14","49,00","0,00","0,00","0,08","3,79","13,00","0,00","1,00","0,07","0,00","0,86","2,74","0,16","0,00","1,00","0,00","6,83","47,00","1 115,00",Villarreal,Left
Pepe,"D (RL), WB (R)",ESP,"182,00","20,00","5,00","0,71","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","38,33","115,00","41,00","123,00","0,00","0,00","0,00","0,67","2,00","6,00","2,33","7,00","0,75","2,00","6,00","0,00",11.0,32.9,"1,00","0,16","6,00","0,00","0,00","0,00","2,67","3,00","0,00","0,00","0,00","0,00","0,93","1,67","0,00","0,00","0,00","0,00","6,93","8,00","270,00",Villarreal,Right
Sandry,"DM, M (C)",BRA,"175,00","23,00","62,00","0,82","0,00","0,19","0,13","4,00","6,00","0,00","0,00","0,00","56,36","1 759,00","60,84","1 899,00","0,00","1,00","10,00","0,67","21,00","2,00","0,61","19,00","0,44","0,67","21,00","0,00","44 723,00",361.1,"1,00","1,00","1,00","3,00","0,10","0,16","1,54",32 (2),"1,00","5,00","0,42","2,00","0,93","1,99","0,00","0,67","2,00","1,00","6,99","48,00","2 809,00",Villarreal,Right
Thomas Delaney,"DM, M (C)",DEN,"182,00","34,00","20,00","0,69","0,00","0,44","0,00","0,00","3,00","0,00","0,00","0,00","54,23","370,00","59,07","403,00","0,00","0,00","3,00","0,73","5,00","5,00","1,61","11,00","0,29","0,73","5,00","0,00","44 816,00",87.7,"3,00","0,60","5,00","0,00","0,00","0,00","2,49",6 (5),"0,00","0,00","0,26","0,00","0,92","2,93","0,00","0,00","2,00","1,00","6,81","17,00","614,00",Villarreal,Left
Aurélien Tchouameni,"DM, M (C)",FRA,"187,00","26,00","42,00","0,79","0,00","1,59","0,65","15,00","37,00","0,00","0,00","0,00","43,82","1 017,00","48,08","1 116,00","1,00","0,00","3,00","0,78","18,00","29,00","1,38","32,00","0,47","1,21","28,00","2,00","44 633,00",309.4,"4,00","0,12","32,00","1,00","0,04","0,09","2,58",25 (1),"6,00","2,00","3,25","2,00","0,91","1,81","0,09","0,41","0,00","0,00","7,03","60,00","2 089,00",Villarreal,Right
Nico,"DM, M (C)",ESP,"187,00","24,00","18,00","0,82","0,00","0,97","0,29","3,00","10,00","0,00","0,00","0,00","48,94","503,00","55,56","571,00","0,00","0,00","2,00","1,36","14,00","4,00","1,26","13,00","0,45","0,88","9,00","0,00",13.0,133.5,"2,00","0,14","14,00","1,00","0,10","0,10","1,95",7 (16),"0,00","1,00","0,72","0,00","0,88","1,75","0,00","0,30","0,00","0,00","6,86","20,00","925,00",Villarreal,Right
Óliver,"DM, M/AM (LC)",ESP,"178,00","31,00","13,00","0,93","0,00","1,31","0,75","4,00","7,00","0,00","0,00","0,00","53,25","284,00","65,81","351,00","0,00","0,00","0,00","4,87","26,00","0,00","0,56","3,00","0,00","0,00","0,00","1,00","44 575,00",75.2,"11,00","0,17","64,00","3,00","0,56","0,56","0,56",2 (18),"1,00","3,00","0,66","0,00","0,81","2,44","0,19","0,57","0,00","0,00","6,90","3,00","480,00",Villarreal,Right
Valentin Popescu,"DM, AM (RC), ST (C)",ROU,"173,00","20,00","1,00","0,50","0,00","1,60","0,91","4,00","7,00","0,00","0,00","0,00","31,29","137,00","34,49","151,00","2,00","0,00","0,00","1,83","8,00","0,00","0,91","4,00","0,33","0,69","3,00","3,00","44 754,00",55.4,"0,00","0,00","4,00","0,00","0,00","0,00","2,06",4 (5),"2,00","0,00","0,89","1,00","0,91","0,23","0,69","0,57","0,00","0,00","6,94","9,00","394,00",Villarreal,Right
Pepe Peris,"M/AM (R), ST (C)",ESP,"177,00","20,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","5,00","0,00","5,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","2,00","0,00","0,00","0,00","0,00","0,00","44 806,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00",0 (1),"0,00","0,00","0,00","0,00","1,00","0,00","0,00","0,00","0,00","0,00","6,60","1,00","18,00",Villarreal,Right
Javi Ontiveros,M/AM (RL),ESP,"175,00","28,00","57,00","0,92","0,00","3,12","1,38","34,00","77,00","0,00","0,00","0,00","27,19","672,00","33,47","827,00","7,00","0,00","10,00","2,39","59,00","0,00","2,63","65,00","0,18","0,28","7,00","31,00","44 725,00",337.3,"44,00","0,21","201,00","4,00","0,16","0,20","1,62",28 (1),"9,00","5,00","9,63","5,00","0,81","2,31","1,25","0,44","0,00","0,00","6,97","40,00","2 224,00",Villarreal,Right
Óscar,"M (LC), AM (RLC)",ESP,"174,00","27,00","39,00","0,85","0,00","2,00","0,65","11,00","34,00","0,00","0,00","0,00","37,86","644,00","43,79","745,00","5,00","0,00","5,00","0,88","15,00","0,00","1,76","30,00","0,40","1,12","19,00","10,00","44 755,00",232.3,"3,00","0,07","40,00","2,00","0,12","0,06","2,82",16 (12),"2,00","1,00","3,94","1,00","0,86","2,29","0,59","0,32","2,00","0,00","6,74","48,00","1 531,00",Villarreal,Right
Gerard Moreno,"AM (RC), ST (C)",ESP,"180,00","34,00","11,00","0,85","0,00","0,79","0,16","1,00","5,00","0,00","0,00","0,00","39,49","251,00","45,00","286,00","4,00","0,00","0,00","0,94","6,00","0,00","1,10","7,00","0,24","0,94","6,00","2,00","44 817,00",88.3,"1,00","0,07","13,00","1,00","0,16","0,00","3,93",1 (16),"0,00","0,00","0,36","0,00","0,88","1,73","0,31","0,20","0,00","0,00","6,59","25,00","572,00",Villarreal,Left
Paco Alcácer,"AM (RLC), ST (C)",ESP,"175,00","32,00","5,00","0,38","0,00","1,85","1,26","39,00","57,00","0,00","0,00","0,00","19,97","616,00","22,50","694,00","18,00","0,00","1,00","0,71","22,00","5,00","0,94","29,00","0,24","0,97","30,00","1,00","44 723,00",356.5,"4,00","0,80","5,00","0,00","0,00","0,10","4,05",33 (4),"16,00","3,00","12,23","1,00","0,89","0,16","0,03","0,68","0,00","0,00","6,81","125,00","2 776,00",Villarreal,Right
Yéremi Pino,"AM (RLC), ST (C)",ESP,"172,00","23,00","39,00","0,85","0,00","1,78","0,80","22,00","49,00","0,00","0,00","0,00","27,70","761,00","33,74","927,00","7,00","0,00","5,00","2,62","72,00","2,00","2,18","60,00","0,25","0,55","15,00","35,00","44 664,00",369.3,"39,00","0,16","233,00","4,00","0,15","0,40","2,22",31 (2),"7,00","11,00","7,22","3,00","0,82","1,42","1,27","0,45","0,00","0,00","6,92","61,00","2 473,00",Villarreal,Right
Stole Dimitrievski,GK,MKD,"188,00","32,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","33,00","34,00","110,00","9,79","372,00","21,74","826,00","0,00","1,00","0,00","0,11","4,00","0,00","0,08","3,00","0,00","0,00","0,00","0,00",4.0,153.5,"0,00","0,00","0,00","0,00","0,00","0,00","0,00","38,00","0,00","0,00","0,00","0,00","0,45","0,00","0,00","0,00","0,00","0,00","6,76","0,00","3 420,00",Zaragoza,Right
Diego Llamazares,GK,ESP,"183,00","23,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00",Zaragoza,Right Only
Carlos Vigaray,D (R),ESP,"182,00","31,00","91,00","0,81","0,00","0,12","0,03","1,00","4,00","0,00","0,00","0,00","35,02","1 186,00","37,88","1 283,00","8,00","0,00","22,00","1,33","45,00","59,00","1,39","47,00","0,76","1,89","64,00","2,00","44 573,00",408.6,"40,00","0,28","138,00","2,00","0,06","0,18","2,48","35,00","0,00","6,00","0,21","0,00","0,92","2,69","0,06","0,25","7,00","1,00","6,88","84,00","3 048,00",Zaragoza,Right
Jorge Meré,D (C),ESP,"182,00","29,00","36,00","0,80","0,00","0,17","0,06","2,00","6,00","0,00","0,00","0,00","29,14","1 049,00","30,47","1 097,00","0,00","2,00","11,00","0,06","2,00","109,00","1,28","46,00","0,57","2,36","85,00","0,00","44 782,00",351.6,"0,00","0,00","2,00","0,00","0,00","0,00","4,17","36,00","1,00","0,00","0,45","1,00","0,96","1,00","0,00","0,33","7,00","0,00","6,81","150,00","3 240,00",Zaragoza,Right
Juan Francisco,D (RC),ESP,"193,00","20,00","1,00","0,33","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","15,00","15,00","27,00","27,00","0,00","0,00","1,00","0,00","0,00","1,00","1,00","1,00","0,40","2,00","2,00","0,00","44 661,00","44 661,00","0,00","0,00","0,00","0,00","0,00","0,00","5,00","1,00","0,00","0,00","0,00","0,00","0,56","1,00","0,00","0,00","0,00","0,00","6,40","5,00","90,00",Zaragoza,Right
Alejandro Francés,D (RLC),ESP,"181,00","23,00","36,00","0,78","0,00","0,18","0,00","0,00","2,00","0,00","0,00","0,00","33,68","372,00","36,58","404,00","0,00","1,00","12,00","1,36","15,00","14,00","2,26","25,00","0,57","2,35","26,00","1,00","44 815,00",131.0,"9,00","0,36","25,00","0,00","0,00","0,18","4,16",10 (8),"0,00","2,00","0,15","2,00","0,92","3,26","0,09","0,00","2,00","0,00","6,88","46,00","994,00",Zaragoza,Right
Martín Aguirregabiría,D/WB (R),ESP,"178,00","29,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","7,00","0,00","9,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","44 805,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00",0 (1),"0,00","0,00","0,00","0,00","0,78","0,00","0,00","0,00","0,00","0,00","0,00","0,00","12,00",Zaragoza,Right
Miloš Veljković,"D (C), DM",SRB,"188,00","30,00","40,00","0,80","0,00","0,33","0,14","5,00","12,00","0,00","0,00","0,00","26,20","960,00","28,24","1 035,00","1,00","2,00","16,00","0,25","9,00","118,00","1,34","49,00","0,74","3,55","130,00","0,00","44 782,00",359.1,"1,00","0,50","2,00","0,00","0,00","0,00","4,78","37,00","1,00","0,00","0,54","0,00","0,93","1,09","0,00","0,42","4,00","0,00","6,79","175,00","3 298,00",Zaragoza,Right
Tomás Alarcón,"D (C), DM, M (C)",CHI,"181,00","27,00","62,00","0,70","0,00","0,96","0,31","9,00","28,00","0,00","0,00","0,00","47,05","1 375,00","51,09","1 493,00","4,00","0,00","3,00","0,86","25,00","36,00","0,89","26,00","0,66","1,68","49,00","2,00","44 785,00",372.6,"2,00","0,08","23,00","1,00","0,03","0,03","2,53",30 (1),"4,00","1,00","2,47","1,00","0,92","2,12","0,07","0,32","5,00","1,00","6,84","74,00","2 630,00",Zaragoza,Right
Rubén Duarte,"D (LC), WB (L)",ESP,"180,00","30,00","116,00","0,79","0,00","0,26","0,10","3,00","8,00","0,00","0,00","0,00","30,83","962,00","34,49","1 076,00","4,00","2,00","36,00","0,51","16,00","21,00","1,67","52,00","0,56","2,12","66,00","1,00","44 723,00",363.0,"7,00","0,12","58,00","2,00","0,06","0,06","3,78","32,00","0,00","2,00","0,41","0,00","0,89","3,72","0,03","0,38","5,00","0,00","6,74","118,00","2 808,00",Zaragoza,Left Only
Kévin Rodrigues,D/WB (L),POR,"170,00","32,00","8,00","0,89","0,00","1,57","1,05","2,00","3,00","0,00","0,00","0,00","32,97","63,00","39,77","76,00","1,00","0,00","3,00","4,19","8,00","1,00","2,09","4,00","0,14","0,52","1,00","0,00","44 575,00",27.0,"7,00","0,33","21,00","0,00","0,00","0,00","3,66",1 (5),"0,00","0,00","0,22","0,00","0,83","4,19","0,00","0,67","1,00","0,00","6,83","7,00","172,00",Zaragoza,Left Only
Francho,"DM, M (C)",ESP,"178,00","24,00","78,00","0,81","0,00","0,74","0,29","10,00","25,00","0,00","0,00","0,00","45,25","1 534,00","49,79","1 688,00","3,00","0,00","17,00","1,12","38,00","15,00","0,88","30,00","0,54","0,91","31,00","0,00","44 574,00",442.9,"10,00","0,27","36,00","1,00","0,03","0,06","1,68","34,00","1,00","2,00","2,04","0,00","0,91","2,30","0,00","0,40","6,00","0,00","6,74","57,00","3 051,00",Zaragoza,Right
Daniel Santiago,"DM, M (C)",ESP,"174,00","19,00","3,00","1,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","47,79","60,00","50,97","64,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","44 785,00","44 577,00","0,00","0,00","2,00","0,00","0,00","0,00","0,80",1 (2),"0,00","0,00","0,00","0,00","0,94","2,39","0,00","0,00","0,00","0,00","6,50","1,00","113,00",Zaragoza,Right
Bruno G03,M/AM (C),ESP,"179,00","23,00","26,00","0,81","0,00","1,53","0,63","16,00","39,00","0,00","0,00","0,00","41,30","1 054,00","48,15","1 229,00","2,00","0,00","1,00","1,68","43,00","1,00","1,37","35,00","0,35","0,94","24,00","4,00","44 817,00",354.1,"8,00","0,11","69,00","0,00","0,00","0,16","2,70",30 (4),"6,00","4,00","3,99","1,00","0,86","1,02","0,16","0,41","1,00","0,00","6,78","69,00","2 297,00",Zaragoza,Right
Isah Nzekwesi,M/AM (C),NGA,"186,00","19,00","3,00","0,50","0,00","1,72","0,57","1,00","3,00","0,00","0,00","0,00","45,86","80,00","52,17","91,00","0,00","0,00","1,00","2,29","4,00","1,00","0,57","1,00","0,20","0,57","1,00","1,00","44 818,00",26.0,"0,00","0,00","5,00","0,00","0,00","0,00","2,87",1 (5),"0,00","0,00","0,22","0,00","0,88","1,72","0,57","0,33","0,00","0,00","6,57","5,00","157,00",Zaragoza,Right
César Gelabert,"M (C), AM (RLC), ST (C)",ESP,"182,00","25,00","28,00","0,72","0,00","1,41","0,34","6,00","25,00","0,00","0,00","0,00","31,02","550,00","38,74","687,00","1,00","0,00","5,00","2,20","39,00","7,00","1,52","27,00","0,44","1,13","20,00","5,00",14.0,247.6,"18,00","0,21","84,00","0,00","0,00","0,23","2,54",16 (18),"1,00","4,00","2,22","0,00","0,80","1,58","0,28","0,24","1,00","0,00","6,69","45,00","1 596,00",Zaragoza,Right
Germán Valera,"M/AM (RL), ST (C)",ESP,"171,00","24,00","1,00","1,00","0,00","0,00","0,00","1,00","1,00","0,00","0,00","0,00","0,00","26,00","0,00","31,00","1,00","0,00","0,00","0,00","0,00","0,00","0,00","2,00","0,25","0,00","1,00","0,00","0,00","44 630,00","0,00","0,00","4,00","0,00","0,00","0,00","0,00","1,00","0,00","0,00","0,13","0,00","0,84","1,27","0,00","1,00","0,00","0,00","6,40","4,00","71,00",Zaragoza,Left Only
Luis Carbonell,"M (L), AM (RL), ST (C)",ESP,"171,00","23,00","56,00","0,82","0,00","1,18","0,64","14,00","26,00","0,00","0,00","0,00","27,21","598,00","33,31","732,00","6,00","0,00","7,00","1,59","35,00","4,00","2,18","48,00","0,34","1,18","26,00","9,00","44 633,00",291.5,"8,00","0,11","67,00","1,00","0,05","0,23","3,50",23 (13),"4,00","5,00","2,63","0,00","0,82","2,55","0,41","0,54","2,00","0,00","6,70","77,00","1 978,00",Zaragoza,Right
Daniel Rodríguez,"M (L), AM (LC), ST (C)",URU,"174,00","20,00","8,00","0,73","0,00","1,27","0,32","1,00","4,00","0,00","0,00","0,00","29,47","93,00","39,93","126,00","0,00","0,00","1,00","3,49","11,00","0,00","2,54","8,00","0,18","0,63","2,00","1,00","44 695,00",45.9,"8,00","0,20","39,00","0,00","0,00","0,95","3,49",2 (11),"0,00","3,00","0,17","0,00","0,74","2,54","0,32","0,25","0,00","0,00","6,72","11,00","284,00",Zaragoza,Left
Adama Diallo,"M (L), AM (LC)",ESP,"171,00","20,00","64,00","0,75","0,00","2,16","1,21","28,00","50,00","0,00","0,00","0,00","21,19","490,00","25,86","598,00","11,00","0,00","7,00","2,90","67,00","5,00","2,81","65,00","0,43","1,08","25,00","22,00","44 606,00",329.3,"44,00","0,14","312,00","3,00","0,13","0,26","2,51",22 (11),"8,00","6,00","5,70","4,00","0,82","2,77","0,95","0,56","6,00","0,00","7,00","58,00","2 081,00",Zaragoza,Left
José Antonio,"M (R), AM (RL), ST (C)",ESP,"175,00","20,00","75,00","0,79","0,00","1,58","0,79","22,00","44,00","0,00","0,00","0,00","25,53","709,00","31,19","866,00","14,00","0,00","5,00","2,20","61,00","7,00","1,98","55,00","0,48","2,38","66,00","24,00","44 817,00",385.1,"22,00","0,12","178,00","3,00","0,11","0,11","4,93","30,00","3,00","3,00","4,61","1,00","0,82","2,70","0,86","0,50","5,00","1,00","6,75","137,00","2 499,00",Zaragoza,Right
Boulaye Dia,"AM (R), ST (C)",SEN,"180,00","29,00","2,00","0,33","0,00","2,44","1,22","3,00","6,00","0,00","0,00","0,00","18,73","46,00","24,84","61,00","0,00","0,00","0,00","0,81","2,00","1,00","0,41","1,00","0,50","2,85","7,00","1,00","44 755,00",33.6,"2,00","0,33","6,00","0,00","0,00","0,00","5,70",0 (13),"2,00","0,00","0,65","0,00","0,75","0,81","0,41","0,50","0,00","0,00","6,72","14,00","221,00",Zaragoza,Left Only
Iván Azón,ST (C),ESP,"185,00","23,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00",Zaragoza,Right
Fabián Luzzi,ST (C),ESP,"185,00","22,00","10,00","0,77","0,00","3,80","1,77","60,00","129,00","0,00","0,00","0,00","15,38","522,00","17,77","603,00","42,00","0,00","0,00","0,80","27,00","48,00","0,62","21,00","0,45","3,65","124,00","13,00","44 631,00",383.0,"2,00","0,08","24,00","1,00","0,03","0,09","8,10","34,00","17,00","3,00","17,43","2,00","0,87","0,29","0,38","0,47","2,00","0,00","6,96","275,00","3 054,00",Zaragoza,Right
Thibaut Courtois,GK,BEL,"199,00","34,00","1,00","0,50","0,00","0,00","0,00","0,00","0,00","7,00","14,00","25,00","9,21","221,00","14,75","354,00","0,00","0,00","0,00","0,08","2,00","0,00","0,33","8,00","0,00","0,00","0,00","0,00",6.0,142.9,"0,00","0,00","0,00","0,00","0,00","0,00","0,00","24,00","0,00","0,00","0,00","0,00","0,62","0,04","0,00","0,00","0,00","0,00","7,03","0,00","2 160,00",R. Madrid,Left
Maarten Vandevoordt,GK,BEL,"188,00","24,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","3,00","8,00","12,00","10,11","91,00","18,00","162,00","0,00","0,00","0,00","0,22","2,00","0,00","0,67","6,00","0,00","0,00","0,00","0,00",6.0,53.8,"0,00","0,00","0,00","2,00","0,22","0,00","0,00","9,00","0,00","0,00","0,00","1,00","0,56","0,00","0,00","0,00","0,00","0,00","6,98","0,00","810,00",R. Madrid,Right Only
Merih Demiral,D (C),TUR,"192,00","28,00","44,00","0,76","0,00","1,05","0,30","9,00","31,00","0,00","0,00","0,00","31,93","944,00","33,18","981,00","0,00","0,00","13,00","0,27","8,00","59,00","2,20","65,00","0,74","3,11","92,00","0,00","44 602,00",300.6,"2,00","0,40","5,00","0,00","0,00","0,17","4,23",29 (1),"2,00","5,00","2,52","2,00","0,96","1,49","0,00","0,29","11,00","0,00","7,26","125,00","2 661,00",R. Madrid,Right Only
Álvaro Carrillo G02,D (C),ESP,"181,00","24,00","5,00","0,83","0,00","0,33","0,33","1,00","1,00","0,00","0,00","0,00","32,67","98,00","33,67","101,00","1,00","0,00","2,00","0,33","1,00","1,00","1,67","5,00","0,00","0,00","0,00","0,00","44 602,00","44 742,00","0,00","0,00","0,00","0,00","0,00","0,33","0,67","3,00","0,00","1,00","0,11","1,00","0,97","1,67","0,00","1,00","0,00","0,00","7,17","2,00","270,00",R. Madrid,Right
Achraf Hakimi,D/WB/M (R),MAR,"181,00","27,00","65,00","0,84","0,00","0,72","0,24","5,00","15,00","0,00","0,00","0,00","34,91","732,00","37,68","790,00","7,00","1,00","13,00","1,38","29,00","3,00","2,19","46,00","0,67","1,43","30,00","9,00","44 785,00",268.8,"31,00","0,18","164,00","1,00","0,05","0,10","2,15",20 (7),"1,00","2,00","1,10","0,00","0,93","3,10","0,43","0,33","4,00","0,00","7,10","45,00","1 887,00",R. Madrid,Right
Éder Militão,"D (RC), WB (R), DM",BRA,"186,00","28,00","25,00","0,86","0,00","0,81","0,15","2,00","11,00","0,00","0,00","0,00","35,66","483,00","37,73","511,00","2,00","0,00","3,00","0,59","8,00","20,00","2,14","29,00","0,71","2,14","29,00","1,00",11.0,149.4,"6,00","0,30","20,00","0,00","0,00","0,00","3,03",13 (3),"1,00","0,00","0,79","1,00","0,95","1,85","0,07","0,18","4,00","0,00","6,97","41,00","1 219,00",R. Madrid,Right
